SystemID,Region,Constellation,Name,Security,Neighbors
30004151,Kador,Moghiz,Ustnia,0.82,30004149:30004150:30004153
30004988,Essence,Balrille,Hulmate,0.43,30004987:30004989:30004990:30005006
30004989,Essence,Balrille,Annages,0.66,30004987:30004988
30004991,Essence,Balrille,Vitrauze,0.30,30004990:30004992:30005011
30004998,Essence,Vieres,Parts,0.37,30004996:30005009
30005006,Essence,Peccanouette,Aere,0.61,30004988:30005001:30005007
30005022,Essence,Thoulde,Ane,0.31,30005020:30005023
30005031,Kor-Azor,Jatari,Nebian,0.35,30005030:30005032:30005033:30005236
30005046,Kor-Azor,Nimedaz,Jinkah,0.85,30005045:30005047:30025042
30005049,Kor-Azor,Nimedaz,Andrub,0.67,30005045:30005069
30005059,Kor-Azor,Finena,Misha,0.49,30005057:30005058:30005060
30005073,Kor-Azor,Orus,Pananan,0.20,30005072:30005074
30005076,Kor-Azor,Comadu,Shokal,0.50,30005047:30005077:30005078:30005079
30005080,Kor-Azor,Comadu,Rannoze,0.40,30005030:30005077
30005194,Genesis,Nazdirer,Cleyd,0.48,30005193:30005195:30005197
30005205,Genesis,Sanctum,Tarta,0.50,30005195:30005200:30005221:30005288
30005215,Genesis,Ekrin,Avyuh,0.57,30005214:30005216:30005217
30005230,Genesis,Ubar,Manatirid,0.55,30005229:30005231
30005288,Genesis,Fabas,Girani-Fa,0.59,30003055:30005205:30005289
30005299,Verge Vendor,Woenckee,Muetralle,0.24,30005298:30005320
30005300,Verge Vendor,Woenckee,Loes,0.27,30003787:30005297
30005310,Verge Vendor,Kiartanne,Scheenins,0.54,30005308:30005318
30005311,Verge Vendor,Kiartanne,Amygnon,0.64,30005308
30005316,Verge Vendor,Obray,Luse,0.89,30005315:30005317:30005318:30045305
30005318,Verge Vendor,Obray,Vay,0.76,30005310:30005315:30005316:30005319
30005320,Verge Vendor,Obray,Hevrice,0.42,30005299:30005319:30005321
30005326,Verge Vendor,Ancbeu,Annelle,0.76,30005325:30005327
30035042,Kor-Azor,Nimedaz,Chaktaren,0.80,30005048
30035305,Verge Vendor,Obray,Clacille,0.87,30005315
30041672,Tash-Murkon,Subhatoub,Seitam,0.94,30001734
30000003,Derelik,San Matar,Akpivem,0.85,30000001:30000007:30000052:30000084
30000007,Derelik,San Matar,Yuzier,0.91,30000001:30000003:30000008
30000033,Derelik,Hevaka,Radima,0.75,30000031:30000032
30000034,Derelik,Hevaka,Alkez,0.78,30000032
30000113,Derelik,Joas,Astabih,0.41,30000112:30000114:30000115:30000116:30000117
30000115,Derelik,Joas,Bimener,0.27,30000113:30000114:30000116:30000117
30000116,Derelik,Joas,Kenobanala,0.29,30000113:30000114:30000115:30002395
30000117,Derelik,Joas,Khabi,0.25,30000113:30000114:30000115:30000118:30000943
30000198,The Forge,Mivora,Paala,0.13,30000197
30000199,The Forge,Mivora,Fuskunen,0.22,30000197:30003446
30000215,Vale of the Silent,BUG6-X,N-HSK0,-0.36,30000216:30000217:30000219:30000251
30000230,Vale of the Silent,DMXN-3,NFM-0V,-0.50,30000229:30000232
30000231,Vale of the Silent,DMXN-3,YXIB-I,-0.51,30000229
30000239,Vale of the Silent,I89-EP,4GYV-Q,-0.54,30000238:30000240
30000242,Vale of the Silent,I89-EP,8TPX-N,-0.44,30000209:30000238:30000240
30000243,Vale of the Silent,I89-EP,PM-DWE,-0.42,30000238:30000240
30000852,Tribute,X-VN63,A-DDGY,-0.21,30000856
30000855,Tribute,X-VN63,NL6V-7,-0.26,30000856:30000859
30000858,Tribute,X-VN63,UMI-KK,-0.17,30000857:30000860:30000879:30001261
30000859,Tribute,X-VN63,GKP-YT,-0.21,30000854:30000855
30000868,Tribute,52-JKU,SH1-6P,-0.57,30000867:30000869:30000870
30000871,Tribute,52-JKU,WH-JCA,-0.73,30000267:30000867:30000870:30000872:30000894
30000886,Tribute,03C-SU,S8-NSQ,-0.20,30000854:30000887
30001648,Tash-Murkon,Sanair,Adahum,0.61,30001646
30001660,Tash-Murkon,Mise,Dabrid,0.65,30001659:30001661
30001663,Tash-Murkon,Emsek,Gemodi,0.36,30001662:30001664:30001666:30001668
30001665,Tash-Murkon,Emsek,Nuzair,0.54,30001662:30001667
30001666,Tash-Murkon,Emsek,Pera,0.46,30001662:30001663:30001667
30001683,Tash-Murkon,Sukanan,Nasesharafa,0.17,30001682:30001684
30001690,Tash-Murkon,Damadil,Hostni,0.79,30001689:30001691:30001692
30001712,Tash-Murkon,Tsemshatel,Lari,0.49,30001711
30001713,Tash-Murkon,Tsemshatel,Yasud,0.63,30001711:30001714:30001715
30001714,Tash-Murkon,Tsemshatel,Ghishul,0.70,30001710:30001713
30001715,Tash-Murkon,Tsemshatel,Moutid,0.71,30001692:30001711:30001713
30001728,Tash-Murkon,Ajah,Sizamod,0.72,30001726
30001736,Tash-Murkon,Peges,Esa,0.76,30001735:30001742
30001737,Tash-Murkon,Peges,Hath,0.80,30001735:30001739
30001738,Tash-Murkon,Peges,Judra,0.76,30001735:30001740
30001986,Pure Blind,YS-GOP,O-N8XZ,-0.19,30001985:30001988:30001989
30002002,Pure Blind,LY-FY6,R-2R0G,-0.21,30001987:30002000:30002001:30002003
30002083,Metropolis,Eugidi,Uisper,0.39,30002082:30002084:30002085:30002086
30002084,Metropolis,Eugidi,Aset,0.36,30002082:30002083:30002085:30002086:30002087:30002088:30002089
30002089,Metropolis,Eugidi,Avenod,0.39,30002084:30002085:30002684
30002091,Metropolis,Essin,Ontorn,0.32,30002090:30002092:30002093:30002094
30002092,Metropolis,Essin,Sirekur,0.31,30002090:30002091:30002094
30002093,Metropolis,Essin,Gebuladi,0.26,30002090:30002091:30002094:30002095
30002094,Metropolis,Essin,Ebolfer,0.25,30002090:30002091:30002092:30002093:30002095
30002095,Metropolis,Essin,Eszur,0.21,30002090:30002093:30002094:30002096:30002539
30002096,Metropolis,Essin,Hofjaldgund,0.27,30002095:30002541
30002206,Domain,Yestadan,Murema,0.66,30002205:30002207:30002220:30003553
30002211,Domain,Mazake,Pelkia,0.52,30002210:30002212:30002213
30002215,Domain,Mazake,Sakhti,0.45,30002213:30002216:30002219:30005072
30002221,Domain,Kekah,Fabin,0.72,30002220:30003546
30002222,Domain,Kekah,Airshaz,0.73,30002220:30003482
30002223,Domain,Kekah,Patzcha,0.73,30002220:30002224:30003558
30002224,Domain,Kekah,Charra,0.75,30002220:30002223:30002225
30002230,Domain,Sosarir,Vashkah,0.74,30002228:30002234
30002234,Domain,Sosarir,Nifshed,0.65,30002228:30002230:30002251
30002235,Domain,Sosarir,Shumam,0.68,30002232
30002237,Domain,Armi,Sobenah,0.36,30002236:30002238
30002239,Domain,Armi,Rammi,0.30,30002236:30002240
30002249,Domain,Mulata,Ruchy,0.36,30002246
30002258,Domain,Kehina,Nadohman,0.75,30002208:30002257:30002259
30002261,Domain,Kehina,Luromooh,0.63,30002259:30002260:30002262:30002263:30002265:30002267
30002264,Domain,Avib,Hadonoo,0.60,30002263:30002265
30002266,Domain,Avib,Ahmak,0.60,30002263
30002388,Molden Heath,Fittakan,Oddelulf,0.37,30002386:30002387:30002389:30002402
30002389,Molden Heath,Fittakan,Atlar,0.37,30002386:30002388:30002396
30002390,Molden Heath,Tartatven,Heild,0.33,30002387:30002391:30002393
30002412,Molden Heath,Eoldulf,Ennur,0.06,30002401:30002411:30003465
30002422,Geminate,N-K4Q0,SR-KBB,-0.29,30002421:30002424:30002451
30002444,Geminate,8K-CHA,39-DGG,-0.36,30002427:30002445:30002446
30002473,Geminate,F-ZNNG,UBX-CC,-0.06,30002433:30002474:30002475:30002478
30002474,Geminate,F-ZNNG,TJM-JJ,-0.05,30002473:30002475:30002476:30002479
30002531,Heimatar,Wiedadur,Gerek,0.73,30002523:30002532:30002533:30002534:30002535
30002534,Heimatar,Wiedadur,Rokofur,0.62,30002531:30002535:30002560
30002540,Heimatar,Hed,Lantorn,0.34,30002538:30002539:30002541
30002551,Heimatar,Akimamur,Aralgrund,0.32,30002550:30002553:30002554
30002556,Heimatar,Evannater,Gusandall,0.38,30002555:30002559:30002561:30002574:30002575
30002557,Heimatar,Evannater,Atgur,0.48,30002555:30002558
30002558,Heimatar,Evannater,Endrulf,0.61,30002555:30002557
30002559,Heimatar,Evannater,Ingunn,0.28,30002556:30002560:30002575
30002664,Sinq Laison,Firille,Alles,0.78,30002663:30002667:30002712
30002670,Sinq Laison,Jonenor,Dunraelare,0.65,30002669:30002672:30002673:30002675:30002724
30002678,Sinq Laison,Algintal,Alsottobier,0.51,30002677:30002684
30002683,Sinq Laison,Algintal,Barmalie,0.48,30002679
30002693,Sinq Laison,Stion,Egghelende,0.45,30002539:30002692:30002694:30002695:30002698:30002716
30002716,Sinq Laison,Nexus,Aurcel,0.55,30002693:30002712:30002714
30002729,Sinq Laison,Nadire,Aetree,0.18,30002727:30002730
30002732,Sinq Laison,Ambrye,Mirilene,0.78,30002667:30002731
30002733,Sinq Laison,Ambrye,Pucherie,0.83,30002731
30002734,Sinq Laison,Ambrye,Fricoure,0.81,30002699:30002731:30002735
30002735,Sinq Laison,Ambrye,Caretyn,0.82,30002699:30002734:30002736
30002962,Devoid,Semou,Ezzara,0.18,30002538:30002960
30002973,Devoid,Kisana,Lisudeh,0.76,30000002:30002969
30002975,Devoid,Jayai,Roushzar,0.37,30002976:30003067
30002977,Devoid,Jayai,Arayar,0.39,30002976:30002978:30002981
30002978,Devoid,Jayai,Asghed,0.36,30002976:30002977:30002979:30002980:30002981
30002979,Devoid,Jayai,Tararan,0.33,30002960:30002978:30002980:30002981
30002994,Devoid,Daredan,Hati,0.85,30002991:30002992:30002993:30003080:30003545
30003011,Everyshore,Osnins,Mormoen,0.72,30003009:30003010
30003016,Everyshore,Osnins,Junsoraert,0.52,30003009:30003012:30003013
30003020,Everyshore,Chasnaye,Torvi,0.53,30003018:30003022
30003021,Everyshore,Chasnaye,Mosson,0.66,30003018:30003019:30003027
30003024,Everyshore,Ysiette,Marosier,0.60,30003025:30003027:30003029
30003029,Everyshore,Ysiette,Jaschercis,0.61,30002662:30003019:30003024:30003027:30003028
30003030,Everyshore,Ysiette,Ardallabier,0.71,30002648:30002692:30002699:30003025
30003037,Everyshore,Odilis,Quier,0.73,30003036
30003038,Everyshore,Giatole,Atlanins,0.63,30003018:30003027:30003039:30003040:30003042:30003044
30003040,Everyshore,Giatole,Bille,0.52,30003038:30003039:30003043:30003044
30003041,Everyshore,Giatole,Colcer,0.85,30003039
30003043,Everyshore,Giatole,Uphene,0.58,30003012:30003039:30003040:30003042
30003045,Everyshore,Elalan,Enedore,0.65,30003015:30003046:30003047:30003049:30003051:30003054
30003046,Everyshore,Elalan,Angymonne,0.56,30003045:30003047:30003050:30003051:30003054:30003056
30003053,Everyshore,Elalan,Avele,0.71,30003039:30003051
30003056,Everyshore,Elalan,Muer,0.58,30003046:30003050:30003054
30003064,The Bleak Lands,Sasen,Tuomuta,0.45,30003066:30003069
30003068,The Bleak Lands,Sasen,Kourmonen,0.36,30002542:30003063:30003067:30003069
30003070,The Bleak Lands,Vaarma,Sosala,0.42,30003069:30003071:30003074:30003076:30003077
30003073,The Bleak Lands,Vaarma,Netsalakka,0.48,30003072:30003074:30003075
30003075,The Bleak Lands,Vaarma,Myyhera,0.48,30003073:30003074:30003079
30003276,Syndicate,Z-6NQ6,FD-MLJ,-0.04,30003274:30003277:30003278
30003417,Metropolis,Aptetter,Urnhard,0.65,30003416:30003418:30003419
30003418,Metropolis,Aptetter,Hardbako,0.73,30003416:30003417:30003420
30003419,Metropolis,Aptetter,Erstur,0.58,30003416:30003417:30003421
30003420,Metropolis,Aptetter,Fredagod,0.82,30003416:30003418
30003423,Metropolis,Ergruk,Nein,0.54,30003422:30003424:30003425
30003424,Metropolis,Ergruk,Enden,0.39,30003422:30003423
30003426,Metropolis,Ergruk,Anstard,0.50,30003425:30003427
30003435,Metropolis,Frar,Hebisa,0.88,30003434:30003440
30003436,Metropolis,Frar,Tollus,0.79,30003434:30003437:30003438
30003464,Metropolis,Rollera,Aldik,0.74,30003462:30003466
30003467,Metropolis,Hulf,Frulegur,0.43,30003463:30003468
30003480,Domain,Fua,Amod,0.30,30003479:30004136
30003485,Domain,Kashag,Andabiar,0.61,30001646:30002205:30003482
30003486,Domain,Kashag,Kheram,0.36,30003481:30003482:30003484
30003530,Domain,Qeti,Raravath,0.44,30003529:30003534:30003537
30003532,Domain,Qeti,Jesoyeh,0.69,30003529
30003542,Domain,Mofa,Hayumtom,0.46,30003541:30003543
30003544,Domain,Mofa,Galeh,0.45,30003540:30003558
30003546,Domain,Maseend,Maiah,0.80,30002220:30002221:30003545:30003547:30003549:30003551
30003787,Placid,Viriette,Agoze,0.21,30003788:30003790:30003791:30003792:30005300
30003790,Placid,Viriette,Vey,0.19,30003787:30003788:30003826
30003792,Placid,Viriette,Ostingele,0.17,30003787:30003793:30003794:30003797:30003800:30003806
30003795,Placid,Fislipesnes,Covryn,0.36,30003794:30003796:30003802
30003797,Placid,Fislipesnes,Dastryns,0.25,30003792:30003794:30003796:30003799
30003798,Placid,Fislipesnes,Slays,0.49,30003794:30003796:30003847
30003810,Placid,Josmaert,Vivanier,0.54,30003807:30003809:30003811
30003812,Placid,Unour,Osmallanais,0.76,30003811:30003813:30003815
30003832,Placid,Beyt,Adacyne,0.55,30003831:30003834:30003835
30003835,Placid,Beyt,Maut,0.25,30003831:30003832:30003850
30003844,Placid,Mallugier,Gallusiene,0.31,30003843:30003845
30003851,Placid,Serthoulde,Reschard,0.13,30003850:30003852:30003853
30003855,Placid,Serthoulde,Mantenault,0.14,30002039:30003854
30003870,Khanid,Finaka,Osis,0.73,30003869:30003871:30003872
30003873,Khanid,Finaka,Kahah,0.72,30003869:30003874
30003874,Khanid,Finaka,Saloti,0.70,30003868:30003873
30003879,Khanid,Amdimmah,Safshela,0.67,30003878
30003880,Khanid,Amdimmah,Reteka,0.50,30003878:30003881
30004043,Cloud Ring,Balenne,FD53-H,-0.01,30004042:30004044
30004047,Cloud Ring,Balenne,TN-T7T,-0.01,30004045
30004048,Cloud Ring,Balenne,1-NW2G,-0.01,30004044:30004049
30004050,Cloud Ring,Tinnimerci,O-0HW8,-0.03,30004044:30004051:30004053
30004051,Cloud Ring,Tinnimerci,YI-8ZM,-0.05,30004050:30004052:30004053:30004056
30004100,Kador,Trigentia,Halibai,0.75,30004099
30004103,Kador,Trigentia,Kothe,0.65,30004098
30004112,Kador,Parrosa,Mandoo,0.51,30004107:30004114
30004129,Kador,Araz,Munory,0.49,30004090:30004127:30004128
30004132,Kador,Ahrnot,Jeshideh,0.73,30004131:30004133
30004133,Kador,Ahrnot,Hilmar,0.78,30004131:30004132:30004134:30004135
30004140,Kador,Pezarba,Zinoo,0.42,30004089:30004139
30004153,Kador,Moghiz,Minin,0.72,30004093:30004151
30004992,Essence,Balrille,Palmon,0.45,30002728:30004991
30005009,Essence,Arand,Allebin,0.46,30004998:30005010:30005012:30005013
30005011,Essence,Arand,Droselory,0.54,30004991:30005010
30005023,Essence,Thoulde,Clorteler,0.52,30005022
30005032,Kor-Azor,Jatari,Khabara,0.34,30005031:30005033
30005033,Kor-Azor,Jatari,Jeni,0.33,30005031:30005032
30005057,Kor-Azor,Finena,Shaha,0.60,30005056:30005058:30005059
30005058,Kor-Azor,Finena,Neesher,0.52,30005057:30005059:30005061
30005069,Kor-Azor,Orus,Nahol,0.55,30005049:30005070:30005071:30005075
30005072,Kor-Azor,Orus,Gademam,0.39,30002215:30005070:30005073
30005077,Kor-Azor,Comadu,Atarli,0.44,30005076:30005078:30005079:30005080:30005081:30005238
30005078,Kor-Azor,Comadu,Keproh,0.45,30005076:30005077:30005079
30005079,Kor-Azor,Comadu,Zatamaka,0.41,30005076:30005077:30005078:30005081
30005195,Genesis,Nazdirer,Vecamia,0.44,30005194:30005205
30005197,Genesis,Nazdirer,Atreen,0.46,30005194:30005207
30005216,Genesis,Ekrin,Apanake,0.49,30005215:30005217
30005217,Genesis,Ekrin,Sheroo,0.60,30005215:30005216:30005218
30005221,Genesis,Mih,Zoohen,0.47,30005205:30005222:30005289
30005231,Genesis,Ubar,Pashanai,0.46,30005230:30005232:30005233:30005234
30005236,Genesis,Meli,Noranim,0.34,30005031:30005237:30005238
30005289,Genesis,Fabas,Nasreri,0.53,30005221:30005288:30005290:30005294
30005317,Verge Vendor,Obray,Ekuenbiron,0.79,30005316:30005319
30005319,Verge Vendor,Obray,Raneilles,0.55,30005317:30005318:30005320
30005327,Verge Vendor,Ancbeu,Chesiette,0.57,30005326:30005328
30015042,Kador,Trigentia,Akhwa,0.88,30004102
30025042,Kor-Azor,Nimedaz,Annad,0.82,30005046
30042715,Sinq Laison,Ambrye,Trossere,0.91,30002731
30045305,Verge Vendor,Obray,Clellinon,0.85,30005316
30000008,Derelik,San Matar,Nirbhi,0.88,30000006:30000007:30000057:30000076
30000052,Derelik,Mossas,Maspah,0.80,30000003:30000051:30000053:30000054:30000055
30000084,Derelik,Oraron,Asghatil,0.79,30000003:30000082:30000086
30000112,Derelik,Joas,Arnola,0.46,30000030:30000113:30000118
30000118,Derelik,Joas,Uanzin,0.43,30000065:30000112:30000117
30000209,Vale of the Silent,U29-0S,MC6O-F,-0.28,30000212:30000214:30000242
30000216,Vale of the Silent,BUG6-X,05R-7A,-0.40,30000215:30000219:30000221
30000217,Vale of the Silent,BUG6-X,7-UH4Z,-0.36,30000215:30000218:30000220:30000221
30000219,Vale of the Silent,BUG6-X,FS-RFL,-0.37,30000215:30000216
30000232,Vale of the Silent,DMXN-3,MY-T2P,-0.38,30000228:30000230:30000234:30000237
30000238,Vale of the Silent,I89-EP,WBR5-R,-0.52,30000239:30000242:30000243:30000263
30000267,Vale of the Silent,5YHF-H,0J3L-V,-0.79,30000266:30000871
30000857,Tribute,X-VN63,0-YMBJ,-0.16,30000858:30001963
30000869,Tribute,52-JKU,TRKN-L,-0.68,30000868:30000870
30000870,Tribute,52-JKU,O-0ERG,-0.73,30000868:30000869:30000871
30000872,Tribute,52-JKU,Q-CAB2,-0.78,30000871:30001281
30000879,Tribute,GORV-P,DL1C-E,-0.13,30000858:30000880:30000881
30000887,Tribute,03C-SU,GIH-ZG,-0.24,30000886:30000888:30000889:30000891
30000894,Tribute,W-XBGF,W6VP-Y,-0.78,30000871:30000895
30000943,Great Wildlands,Q-PVMK,7Q-8Z2,-0.30,30000117:30000942:30000944
30001261,Venal,1G-8KY,Y-W1Q3,-0.16,30000858:30001262
30001661,Tash-Murkon,Mise,Gyerzen,0.44,30001660
30001664,Tash-Murkon,Emsek,Chamume,0.29,30001663
30001667,Tash-Murkon,Emsek,Shousran,0.55,30001665:30001666:30001668:30002219
30001668,Tash-Murkon,Emsek,Yong,0.29,30001663:30001667:30003561
30001684,Tash-Murkon,Sukanan,Tirbam,0.16,30001683
30001691,Tash-Murkon,Damadil,Mimime,0.85,30001690:30001693:30003858
30001692,Tash-Murkon,Damadil,Kibursha,0.76,30001690:30001715
30001739,Tash-Murkon,Peges,Sharios,0.66,30001737:30001741
30001740,Tash-Murkon,Peges,Arakor,0.69,30001738
30001742,Tash-Murkon,Peges,Kari,0.57,30001736:30003726
30001988,Pure Blind,YS-GOP,MI6O-6,-0.13,30001986
30001989,Pure Blind,YS-GOP,L-TS8S,-0.21,30001978:30001986:30002010
30002000,Pure Blind,LY-FY6,M-YCD4,-0.18,30001999:30002001:30002002
30002001,Pure Blind,LY-FY6,Q-5211,-0.14,30002000:30002002:30002003
30002003,Pure Blind,LY-FY6,CR-AQH,-0.28,30001999:30002001:30002002
30002039,Pure Blind,S4GH-I,RQH-MY,-0.03,30002035:30002036:30003855
30002085,Metropolis,Eugidi,Eytjangard,0.36,30002083:30002084:30002087:30002089
30002086,Metropolis,Eugidi,Turnur,0.39,30002083:30002084:30002087
30002087,Metropolis,Eugidi,Isbrabata,0.36,30002084:30002085:30002086:30002088:30003089
30002088,Metropolis,Eugidi,Vimeini,0.35,30002084:30002087
30002205,Domain,Yestadan,Armala,0.78,30002204:30002206:30002208:30002209:30003485
30002207,Domain,Yestadan,Cailanar,0.68,30002206
30002208,Domain,Yestadan,Ilonarav,0.75,30002205:30002258:30002259:30002260:30002269
30002212,Domain,Mazake,Raren,0.51,30002211:30002218
30002213,Domain,Mazake,Mazitah,0.47,30002211:30002214:30002215:30002217
30002219,Domain,Mazake,Nomash,0.40,30001667:30002215
30002225,Domain,Kekah,Harva,0.80,30002224
30002238,Domain,Armi,Bourar,0.38,30002237:30002241
30002240,Domain,Armi,Arodan,0.32,30002239:30002241
30002251,Domain,Nashar,Sadye,0.60,30002234:30002252:30002253:30002254
30002259,Domain,Kehina,Sahdil,0.71,30002208:30002258:30002260:30002261
30002260,Domain,Kehina,Esteban,0.55,30002208:30002259:30002261:30002269
30002262,Domain,Kehina,Nalu,0.58,30002261
30002265,Domain,Avib,Azizora,0.62,30002261:30002264:30002267
30002267,Domain,Avib,Shabura,0.67,30002261:30002265:30002268
30002391,Molden Heath,Tartatven,Hrokkur,0.30,30002390:30002392
30002393,Molden Heath,Tartatven,Aedald,0.25,30002390:30002394:30002395
30002395,Molden Heath,Tartatven,Audesder,0.26,30000116:30002393
30002396,Molden Heath,Besateoden,Illamur,0.28,30002389:30002397:30002401
30002401,Molden Heath,Besateoden,Meildolf,0.28,30002396:30002399:30002412
30002402,Molden Heath,Almur,Istodard,0.29,30002388:30002403:30002404:30002407
30002411,Molden Heath,Eoldulf,Skarkon,0.05,30002410:30002412
30002421,Geminate,N-K4Q0,MR4-MY,-0.20,30000225:30002422:30002423
30002433,Geminate,UBPU-9,NBPH-N,-0.07,30002430:30002432:30002434:30002435:30002473
30002445,Geminate,8K-CHA,SV-K8J,-0.35,30002444
30002446,Geminate,8K-CHA,6RQ9-A,-0.40,30002444:30002447:30002449
30002451,Geminate,ZYL-FT,NQ-9IH,-0.21,30002422:30002452:30002453
30002476,Geminate,F-ZNNG,G-73MR,-0.03,30002474:30002477:30002478:30002480
30002478,Geminate,F-ZNNG,AD-5B8,-0.03,30002473:30002476:30002480:30003466
30002479,Geminate,F-ZNNG,QP0K-B,-0.03,30000288:30002474:30002477
30002532,Heimatar,Wiedadur,Tongofur,0.58,30002531:30002536
30002533,Heimatar,Wiedadur,Gerbold,0.82,30002531:30002549
30002535,Heimatar,Wiedadur,Ebasgerdur,0.77,30002531:30002534
30002550,Heimatar,Akimamur,Roniko,0.59,30002549:30002551:30002574
30002553,Heimatar,Akimamur,Bogelek,0.37,30002551:30002580
30002561,Heimatar,Evannater,Auren,0.42,30002552:30002556
30002574,Heimatar,Benurad,Hrondedir,0.32,30002550:30002556:30002575:30002576
30002575,Heimatar,Benurad,Sotrenzur,0.28,30002556:30002559:30002574:30002580
30002648,Sinq Laison,Spaen,Ardene,0.55,30002649:30002650:30002704:30003030
30002662,Sinq Laison,Firille,Pulin,0.54,30002663:30002665:30002666:30002667:30003029
30002663,Sinq Laison,Firille,Foves,0.63,30002662:30002664:30002667
30002667,Sinq Laison,Firille,Chelien,0.69,30002662:30002663:30002664:30002732
30002672,Sinq Laison,Jonenor,Inghenges,0.72,30002670:30002673:30002675
30002673,Sinq Laison,Jonenor,Estene,0.77,30002670:30002672
30002675,Sinq Laison,Jonenor,Stayme,0.58,30002670:30002672
30002692,Sinq Laison,Stion,Jel,0.61,30002693:30002695:30003030
30002694,Sinq Laison,Stion,Odette,0.48,30002693:30002696
30002695,Sinq Laison,Stion,Ation,0.58,30002692:30002693
30002698,Sinq Laison,Stion,Aliette,0.37,30002693:30002696
30002699,Sinq Laison,Wyllequet,Brapelille,0.67,30002700:30002703:30002704:30002734:30002735:30003030
30002724,Sinq Laison,Nadire,Assiettes,0.64,30002670:30002725
30002727,Sinq Laison,Nadire,Allipes,0.16,30002725:30002729
30002728,Sinq Laison,Nadire,Lermireve,0.27,30002726:30003062:30004992
30002960,Devoid,Semou,Arzad,0.22,30002959:30002962:30002979
30002969,Devoid,Kisana,Eredan,0.70,30002973:30002974
30002976,Devoid,Jayai,Labapi,0.38,30002975:30002977:30002978
30002980,Devoid,Jayai,Sosan,0.34,30002978:30002979:30003088
30002991,Devoid,Daredan,Uadelah,0.83,30002964:30002989:30002992:30002994
30002992,Devoid,Daredan,Akes,0.81,30002991:30002994
30002993,Devoid,Daredan,Riavayed,0.65,30002988:30002990:30002994
30003022,Everyshore,Chasnaye,Mya,0.37,30003020:30003023
30003027,Everyshore,Ysiette,Vaurent,0.58,30003021:30003024:30003029:30003038
30003028,Everyshore,Ysiette,Aclan,0.51,30003029
30003042,Everyshore,Giatole,Alachene,0.34,30003038:30003043
30003044,Everyshore,Giatole,Elarel,0.39,30003038:30003040:30003057
30003049,Everyshore,Elalan,Laic,0.79,30003045:30003051
30003051,Everyshore,Elalan,Antollare,0.69,30003045:30003046:30003049:30003053
30003063,The Bleak Lands,Sasen,Lamaa,0.36,30002957:30003068:30003069
30003069,The Bleak Lands,Sasen,Kamela,0.44,30002965:30002970:30003063:30003064:30003068:30003070
30003071,The Bleak Lands,Vaarma,Anka,0.41,30003070:30003072:30003076:30003091
30003072,The Bleak Lands,Vaarma,Iesa,0.41,30003071:30003073:30003077
30003076,The Bleak Lands,Vaarma,Gammel,0.47,30003070:30003071:30003081
30003077,The Bleak Lands,Vaarma,Uusanen,0.40,30003070:30003072:30003078
30003079,The Bleak Lands,Vaarma,Saikamon,0.41,30003075:30003086
30003080,The Bleak Lands,Ichida,Jarkkolen,0.82,30002994:30003081:30003083
30003274,Syndicate,Z-6NQ6,X-BV98,-0.04,30003271:30003276
30003278,Syndicate,Z-6NQ6,X-M2LR,-0.13,30003276:30003279:30003327
30003421,Metropolis,Aptetter,Libold,0.56,30003419
30003425,Metropolis,Ergruk,Erstet,0.45,30003423:30003426
30003437,Metropolis,Frar,Ogoten,0.71,30003436:30003439
30003438,Metropolis,Frar,Earled,0.80,30003436
30003440,Metropolis,Frar,Ansher,0.88,30003435
30003466,Metropolis,Rollera,Eurgrana,0.42,30002478:30003464
30003468,Metropolis,Hulf,Hroduko,0.71,30003467:30003469:30003472
30003481,Domain,Kashag,Unefsih,0.39,30003483:30003486
30003484,Domain,Kashag,Sibot,0.17,30003486:30003555
30003534,Domain,Qeti,Namaili,0.38,30003530:30003537
30003537,Domain,Qeti,Erzoh,0.48,30003530:30003534
30003543,Domain,Mofa,Zanka,0.38,30003542
30003547,Domain,Maseend,Hamse,0.86,30003546:30003549:30003550:30003551
30003549,Domain,Maseend,Lashkai,0.92,30003546:30003547:30003550:30003551
30003551,Domain,Maseend,Jaswelu,0.84,30003546:30003547:30003549:30003552
30003553,Domain,Nakid,Warouh,0.53,30002206:30003554:30003555:30003556
30003558,Domain,Nakid,Madimal,0.65,30002223:30003544:30003554
30003788,Placid,Viriette,Intaki,0.15,30003787:30003789:30003790
30003791,Placid,Viriette,Annancale,0.09,30003787:30003789
30003793,Placid,Viriette,Harroule,0.09,30003268:30003792
30003796,Placid,Fislipesnes,Iges,0.35,30003795:30003797:30003798:30003799
30003799,Placid,Fislipesnes,Uphallant,0.21,30003796:30003797
30003800,Placid,Alselbosier,Alperaute,0.23,30003792:30003801
30003802,Placid,Alselbosier,Cumemare,0.12,30003795:30003801
30003806,Placid,Josmaert,Pelille,0.21,30003792:30003807:30003808
30003807,Placid,Josmaert,Dour,0.38,30003806:30003810
30003809,Placid,Josmaert,Brellystier,0.50,30003808:30003810
30003813,Placid,Unour,Ivorider,0.73,30003812:30003814:30003815
30003815,Placid,Unour,Iffrue,0.73,30003812:30003813:30003814:30003816:30003817
30003834,Placid,Beyt,Chardalane,0.37,30003832
30003845,Placid,Mallugier,Ruerrotta,0.31,30003844:30003846:30003847
30003847,Placid,Mallugier,Amoen,0.28,30003798:30003845:30003848
