PlanetID,SystemID,Planet Name,Planet Type
40194817,30003065,Otelen XI,Ice
40214364,30003382,Flost I,Barren
40214366,30003382,Flost II,Lava
40214369,30003382,Flost III,Lava
40214370,30003382,Flost IV,Temperate
40214373,30003382,Flost V,Plasma
40214376,30003382,Flost VI,Temperate
40214379,30003382,Flost VII,Barren
40214382,30003382,Flost VIII,Gas
40214393,30003382,Flost IX,Oceanic
40214400,30003383,Todrir I,Gas
40214416,30003383,Todrir II,Ice
40214443,30003383,Todrir III,Ice
40214447,30003383,Todrir IV,Barren
40214448,30003383,Todrir V,Barren
40214844,30003390,Vilur I,Barren
40214846,30003390,Vilur II,Barren
40214847,30003390,Vilur III,Barren
40214848,30003390,Vilur IV,Lava
40214851,30003390,Vilur V,Barren
40214854,30003390,Vilur VI,Barren
40214858,30003390,Vilur VII,Gas
40214866,30003390,Vilur VIII,Barren
40214871,30003391,Reset I,Lava
40214873,30003391,Reset II,Lava
40214875,30003391,Reset III,Gas
40214879,30003391,Reset IV,Gas
40214888,30003391,Reset V,Gas
40214912,30003391,Reset VI,Gas
40214925,30003391,Reset VII,Gas
40214950,30003392,Eygfe I,Barren
40214951,30003392,Eygfe II,Storm
40214953,30003392,Eygfe III,Temperate
40214955,30003392,Eygfe IV,Lava
40214957,30003392,Eygfe V,Barren
40214960,30003392,Eygfe VI,Gas
40214969,30003392,Eygfe VII,Gas
40215000,30003392,Eygfe VIII,Gas
40215006,30003392,Eygfe IX,Ice
40218131,30003442,Finanar I,Barren
40218132,30003442,Finanar II,Lava
40218133,30003442,Finanar III,Barren
40218134,30003442,Finanar IV,Plasma
40218136,30003442,Finanar V,Storm
40218138,30003442,Finanar VI,Oceanic
40218141,30003442,Finanar VII,Barren
40218143,30003442,Finanar VIII,Lava
40218146,30003442,Finanar IX,Gas
40218168,30003442,Finanar X,Gas
40218206,30003443,Moselgi I,Barren
40218207,30003443,Moselgi II,Lava
40218208,30003443,Moselgi III,Barren
40218209,30003443,Moselgi IV,Barren
40218210,30003443,Moselgi V,Barren
40218211,30003443,Moselgi VI,Temperate
40218213,30003443,Moselgi VII,Barren
40218215,30003443,Moselgi VIII,Lava
40218218,30003443,Moselgi IX,Temperate
40218221,30003443,Moselgi X,Oceanic
40218224,30003443,Moselgi XI,Storm
40218328,30003445,Iluin I,Barren
40218329,30003445,Iluin II,Gas
40218333,30003445,Iluin III,Gas
40218338,30003445,Iluin IV,Gas
40218346,30003445,Iluin V,Gas
40218357,30003445,Iluin VI,Gas
40218379,30003445,Iluin VII,Gas
40219361,30003460,Offikatlin I,Lava
40219363,30003460,Offikatlin II,Temperate
40219365,30003460,Offikatlin III,Storm
40219368,30003460,Offikatlin IV,Temperate
40219371,30003460,Offikatlin V,Barren
40219373,30003460,Offikatlin VI,Barren
40219376,30003460,Offikatlin VII,Temperate
40219380,30003460,Offikatlin VIII,Gas
40219387,30003460,Offikatlin IX,Barren
40219392,30003461,Diromitur I,Lava
40219394,30003461,Diromitur II,Barren
40219396,30003461,Diromitur III,Lava
40219398,30003461,Diromitur IV,Temperate
40219400,30003461,Diromitur V,Temperate
40219403,30003461,Diromitur VI,Barren
40219406,30003461,Diromitur VII,Barren
40219408,30003461,Diromitur VIII,Gas
40219413,30003461,Diromitur IX,Gas
40219436,30003461,Diromitur X,Gas
40219456,30003461,Diromitur XI,Barren
40220119,30003473,Fahruni I,Lava
40220120,30003473,Fahruni II,Barren
40220123,30003473,Fahruni III,Barren
40220125,30003473,Fahruni IV,Barren
40220126,30003473,Fahruni V,Plasma
40220128,30003473,Fahruni VI,Storm
40220130,30003473,Fahruni VII,Plasma
40220132,30003473,Fahruni VIII,Oceanic
40220134,30003473,Fahruni IX,Storm
40220138,30003473,Fahruni X,Barren
40220141,30003473,Fahruni XI,Gas
40220162,30003473,Fahruni XII,Gas
40220173,30003473,Fahruni XIII,Gas
40220198,30003473,Fahruni XIV,Ice
40220487,30003478,Basan I,Barren
40220489,30003478,Basan II,Lava
40220490,30003478,Basan III,Barren
40220491,30003478,Basan IV,Barren
40220493,30003478,Basan V,Barren
40220496,30003478,Basan VI,Temperate
40220498,30003478,Basan VII,Gas
40220508,30003478,Basan VIII,Gas
40220518,30003478,Basan IX,Gas
40220553,30003478,Basan X,Barren
40221766,30003495,Raravoss I,Barren
40221768,30003495,Raravoss II,Barren
40221769,30003495,Raravoss III,Barren
40221772,30003495,Raravoss IV,Barren
40221775,30003495,Raravoss V,Gas
40221797,30003495,Raravoss VI,Gas
40221824,30003495,Raravoss VII,Gas
40221845,30003495,Raravoss VIII,Ice
40221851,30003495,Raravoss IX,Barren
40221951,30003497,Zaimeth I,Barren
40221952,30003497,Zaimeth II,Lava
40221955,30003497,Zaimeth III,Storm
40221957,30003497,Zaimeth IV,Gas
40221960,30003497,Zaimeth V,Barren
40221963,30003497,Zaimeth VI,Gas
40221983,30003497,Zaimeth VII,Gas
40221999,30003497,Zaimeth VIII,Gas
40222020,30003497,Zaimeth IX,Ice
40223090,30003516,Pedel I,Plasma
40223092,30003516,Pedel II,Plasma
40223093,30003516,Pedel III,Temperate
40223096,30003516,Pedel IV,Oceanic
40223101,30003516,Pedel V,Storm
40223105,30003516,Pedel VI,Gas
40223129,30003516,Pedel VII,Gas
40223138,30003516,Pedel VIII,Oceanic
40223212,30003518,Saheri I,Barren
40223213,30003518,Saheri II,Barren
40223215,30003518,Saheri III,Barren
40223218,30003518,Saheri IV,Gas
40223238,30003518,Saheri V,Gas
40223248,30003518,Saheri VI,Temperate
40223250,30003518,Saheri VII,Gas
40223273,30003518,Saheri VIII,Barren
40223277,30003518,Saheri IX,Ice
40223282,30003519,Lahnina I,Lava
40223283,30003519,Lahnina II,Barren
40223285,30003519,Lahnina III,Temperate
40223288,30003519,Lahnina IV,Temperate
40223291,30003519,Lahnina V,Oceanic
40223294,30003519,Lahnina VI,Barren
40223299,30003519,Lahnina VII,Barren
40223303,30003519,Lahnina VIII,Barren
40223306,30003519,Lahnina IX,Temperate
40223745,30003526,Murzi I,Barren
40223747,30003526,Murzi II,Barren
40223748,30003526,Murzi III,Barren
40223749,30003526,Murzi IV,Lava
40223751,30003526,Murzi V,Barren
40223752,30003526,Murzi VI,Gas
40223758,30003526,Murzi VII,Storm
40223765,30003526,Murzi VIII,Gas
40223791,30003526,Murzi IX,Barren
40223842,30003528,Herila I,Barren
40223844,30003528,Herila II,Lava
40223846,30003528,Herila III,Barren
40223849,30003528,Herila IV,Gas
40223860,30003528,Herila V,Gas
40223877,30003528,Herila VI,Gas
40223910,30003528,Herila VII,Barren
40224040,30003531,Hisoufad I,Barren
40224041,30003531,Hisoufad II,Lava
40224043,30003531,Hisoufad III,Barren
40224045,30003531,Hisoufad IV,Oceanic
40224047,30003531,Hisoufad V,Storm
40224050,30003531,Hisoufad VI,Storm
40224052,30003531,Hisoufad VII,Gas
40224066,30003531,Hisoufad VIII,Gas
40224071,30003531,Hisoufad IX,Gas
40224085,30003531,Hisoufad X,Gas
40224104,30003531,Hisoufad XI,Oceanic
40224108,30003531,Hisoufad XII,Gas
40224208,30003533,Hahda I,Barren
40224210,30003533,Hahda II,Barren
40224212,30003533,Hahda III,Barren
40224214,30003533,Hahda IV,Gas
40224233,30003533,Hahda V,Temperate
40224237,30003533,Hahda VI,Gas
40224260,30003533,Hahda VII,Temperate
40224263,30003533,Hahda VIII,Gas
40224273,30003533,Hahda IX,Oceanic
40224276,30003533,Hahda X,Ice
40224358,30003535,Afivad I,Lava
40224359,30003535,Afivad II,Barren
40224361,30003535,Afivad III,Lava
40224363,30003535,Afivad IV,Barren
40224365,30003535,Afivad V,Storm
40224367,30003535,Afivad VI,Plasma
40224371,30003535,Afivad VII,Storm
40224374,30003535,Afivad VIII,Storm
40224379,30003535,Afivad IX,Gas
40224400,30003535,Afivad X,Gas
40224426,30003535,Afivad XI,Ice
40224431,30003535,Afivad XII,Ice
40224607,30003538,Merz I,Plasma
40224609,30003538,Merz II,Lava
40224612,30003538,Merz III,Lava
40224614,30003538,Merz IV,Barren
40224615,30003538,Merz V,Lava
40224617,30003538,Merz VI,Gas
40224638,30003538,Merz VII,Barren
40224642,30003538,Merz VIII,Ice
40225234,30003548,Barira I,Barren
40225236,30003548,Barira II,Plasma
40225238,30003548,Barira III,Lava
40225239,30003548,Barira IV,Barren
40225241,30003548,Barira V,Lava
40225243,30003548,Barira VI,Storm
40225246,30003548,Barira VII,Oceanic
40225249,30003548,Barira VIII,Temperate
40225252,30003548,Barira IX,Gas
40225275,30003548,Barira X,Gas
40225287,30003548,Barira XI,Storm
40242301,30003827,Aubenall I,Barren
40242302,30003827,Aubenall II,Plasma
40242303,30003827,Aubenall III,Lava
40242305,30003827,Aubenall IV,Temperate
40242308,30003827,Aubenall V,Gas
40242327,30003827,Aubenall VI,Gas
40242347,30003827,Aubenall VII,Storm
40242351,30003827,Aubenall VIII,Ice
40242356,30003827,Aubenall IX,Ice
40242363,30003828,Moclinamaud I,Barren
40242364,30003828,Moclinamaud II,Barren
40242365,30003828,Moclinamaud III,Barren
40242368,30003828,Moclinamaud IV,Storm
40242370,30003828,Moclinamaud V,Barren
40242371,30003828,Moclinamaud VI,Barren
40242374,30003828,Moclinamaud VII,Gas
40242390,30003828,Moclinamaud VIII,Gas
40242415,30003828,Moclinamaud IX,Gas
40242422,30003828,Moclinamaud X,Barren
40242470,30003830,Orvolle I,Lava
40242472,30003830,Orvolle II,Oceanic
40242473,30003830,Orvolle III,Storm
40242476,30003830,Orvolle IV,Temperate
40242479,30003830,Orvolle V,Temperate
40242482,30003830,Orvolle VI,Temperate
40242487,30003830,Orvolle VII,Temperate
40243039,30003842,Esesier I,Barren
40243040,30003842,Esesier II,Plasma
40243042,30003842,Esesier III,Barren
40243044,30003842,Esesier IV,Storm
40243046,30003842,Esesier V,Barren
40243048,30003842,Esesier VI,Barren
40243050,30003842,Esesier VII,Gas
40243069,30003842,Esesier VIII,Temperate
40243072,30003842,Esesier IX,Gas
40243080,30003842,Esesier X,Gas
40244046,30003857,Odamia I,Barren
40244047,30003857,Odamia II,Oceanic
40244048,30003857,Odamia III,Barren
40244051,30003857,Odamia IV,Storm
40244054,30003857,Odamia V,Barren
40244056,30003857,Odamia VI,Temperate
40244057,30003857,Odamia VII,Storm
40244060,30003857,Odamia VIII,Storm
40244064,30003857,Odamia IX,Temperate
40244067,30003857,Odamia X,Temperate
40244071,30003857,Odamia XI,Temperate
40244631,30003867,Ervekam I,Lava
40244632,30003867,Ervekam II,Barren
40244634,30003867,Ervekam III,Lava
40244636,30003867,Ervekam IV,Barren
40244638,30003867,Ervekam V,Storm
40244641,30003867,Ervekam VI,Barren
40244643,30003867,Ervekam VII,Temperate
40244645,30003867,Ervekam VIII,Gas
40244650,30003867,Ervekam IX,Gas
40244671,30003867,Ervekam X,Gas
40244678,30003867,Ervekam XI,Barren
40244680,30003867,Ervekam XII,Barren
40245313,30003877,Gidali I,Barren
40245315,30003877,Gidali II,Plasma
40245317,30003877,Gidali III,Lava
40245320,30003877,Gidali IV,Lava
40245323,30003877,Gidali V,Lava
40245326,30003877,Gidali VI,Gas
40245340,30003877,Gidali VII,Gas
40245359,30003877,Gidali VIII,Gas
40245381,30003877,Gidali IX,Ice
40256167,30004046,F7C-H0 I,Lava
40256168,30004046,F7C-H0 II,Barren
40256170,30004046,F7C-H0 III,Barren
40256173,30004046,F7C-H0 IV,Gas
40256186,30004046,F7C-H0 V,Gas
40256191,30004046,F7C-H0 VI,Gas
40256843,30004055,W-4NUU I,Barren
40256845,30004055,W-4NUU II,Lava
40256847,30004055,W-4NUU III,Barren
40256849,30004055,W-4NUU IV,Barren
40256851,30004055,W-4NUU V,Gas
40256872,30004055,W-4NUU VI,Gas
40256881,30004055,W-4NUU VII,Gas
40256917,30004055,W-4NUU VIII,Ice
40258652,30004084,Ghesis I,Barren
40258654,30004084,Ghesis II,Storm
40258656,30004084,Ghesis III,Barren
40258659,30004084,Ghesis IV,Gas
40258678,30004084,Ghesis V,Gas
40258795,30004087,Gonan I,Lava
40258797,30004087,Gonan II,Barren
40258799,30004087,Gonan III,Barren
40258800,30004087,Gonan IV,Temperate
40258802,30004087,Gonan V,Temperate
40258804,30004087,Gonan VI,Gas
40258818,30004087,Gonan VII,Gas
40258823,30004087,Gonan VIII,Gas
40258828,30004087,Gonan IX,Gas
40258849,30004087,Gonan X,Barren
40258854,30004088,Joramok I,Plasma
40258855,30004088,Joramok II,Oceanic
40258857,30004088,Joramok III,Oceanic
40258860,30004088,Joramok IV,Gas
40258865,30004088,Joramok V,Temperate
40258868,30004088,Joramok VI,Gas
40258886,30004088,Joramok VII,Temperate
40258889,30004088,Joramok VIII,Gas
40258898,30004088,Joramok IX,Oceanic
40259045,30004091,Uanim I,Temperate
40259047,30004091,Uanim II,Barren
40259049,30004091,Uanim III,Lava
40259052,30004091,Uanim IV,Temperate
40259055,30004091,Uanim V,Temperate
40259057,30004091,Uanim VI,Gas
40259085,30004091,Uanim VII,Barren
40259088,30004091,Uanim VIII,Oceanic
40259093,30004092,Murini I,Plasma
40259097,30004092,Murini II,Gas
40259111,30004092,Murini III,Ice
40259138,30004092,Murini IV,Barren
40259140,30004092,Murini V,Barren
40259608,30004101,Suner I,Barren
40259609,30004101,Suner II,Lava
40259611,30004101,Suner III,Temperate
40259613,30004101,Suner IV,Oceanic
40259616,30004101,Suner V,Gas
40259636,30004101,Suner VI,Gas
40259653,30004101,Suner VII,Gas
40259680,30004101,Suner VIII,Oceanic
40260254,30004111,Yarebap I,Barren
40260255,30004111,Yarebap II,Lava
40260257,30004111,Yarebap III,Lava
40260259,30004111,Yarebap IV,Barren
40260261,30004111,Yarebap V,Barren
40260262,30004111,Yarebap VI,Gas
40260288,30004111,Yarebap VII,Gas
40260328,30004111,Yarebap VIII,Ice
40260565,30004115,Kamda I,Barren
40260567,30004115,Kamda II,Lava
40260569,30004115,Kamda III,Storm
40260571,30004115,Kamda IV,Barren
40260572,30004115,Kamda V,Storm
40260574,30004115,Kamda VI,Gas
40260594,30004115,Kamda VII,Temperate
40260597,30004115,Kamda VIII,Gas
40260621,30004115,Kamda IX,Barren
40260626,30004115,Kamda X,Gas
40260644,30004115,Kamda XI,Barren
40260648,30004115,Kamda XII,Ice
40260651,30004115,Kamda XIII,Barren
40261738,30004130,Hostakoh I,Barren
40261740,30004130,Hostakoh II,Storm
40261742,30004130,Hostakoh III,Barren
40261744,30004130,Hostakoh IV,Gas
40261748,30004130,Hostakoh V,Barren
40261751,30004130,Hostakoh VI,Gas
40261760,30004130,Hostakoh VII,Gas
40261783,30004130,Hostakoh VIII,Plasma
40261788,30004130,Hostakoh IX,Ice
40263010,30004149,Elmed I,Lava
40263011,30004149,Elmed II,Lava
40263012,30004149,Elmed III,Barren
40263014,30004149,Elmed IV,Gas
40263019,30004149,Elmed V,Lava
40263022,30004149,Elmed VI,Gas
40263045,30004149,Elmed VII,Barren
40263050,30004150,Shaggoth I,Barren
40263052,30004150,Shaggoth II,Barren
40263054,30004150,Shaggoth III,Storm
40263057,30004150,Shaggoth IV,Storm
40263058,30004150,Shaggoth V,Gas
40263064,30004150,Shaggoth VI,Gas
40263072,30004150,Shaggoth VII,Temperate
40263075,30004150,Shaggoth VIII,Barren
40263337,30004154,Yehnifi I,Lava
40263338,30004154,Yehnifi II,Barren
40263339,30004154,Yehnifi III,Barren
40263340,30004154,Yehnifi IV,Barren
40263342,30004154,Yehnifi V,Temperate
40263344,30004154,Yehnifi VI,Temperate
40263347,30004154,Yehnifi VII,Storm
40263351,30004154,Yehnifi VIII,Temperate
40263354,30004154,Yehnifi IX,Gas
40263378,30004154,Yehnifi X,Gas
40263405,30004154,Yehnifi XI,Barren
40315740,30004987,Deninard I,Barren
40315741,30004987,Deninard II,Barren
40315742,30004987,Deninard III,Lava
40315744,30004987,Deninard IV,Temperate
40315746,30004987,Deninard V,Storm
40315750,30004987,Deninard VI,Gas
40315755,30004987,Deninard VII,Barren
40315759,30004987,Deninard VIII,Barren
40315763,30004987,Deninard IX,Barren
40315904,30004990,Onne I,Barren
40315906,30004990,Onne II,Lava
40315908,30004990,Onne III,Temperate
40315910,30004990,Onne IV,Barren
40315912,30004990,Onne V,Gas
40315929,30004990,Onne VI,Gas
40315953,30004990,Onne VII,Gas
40315964,30004990,Onne VIII,Barren
40316464,30004996,Obalyu I,Barren
40316465,30004996,Obalyu II,Barren
40316467,30004996,Obalyu III,Barren
40316470,30004996,Obalyu IV,Gas
40316473,30004996,Obalyu V,Gas
40316493,30004996,Obalyu VI,Gas
40316505,30004996,Obalyu VII,Gas
40316528,30004996,Obalyu VIII,Ice
40316534,30004996,Obalyu IX,Oceanic
40316792,30005001,Arnon I,Barren
40316793,30005001,Arnon II,Barren
40316794,30005001,Arnon III,Barren
40316796,30005001,Arnon IV,Barren
40316798,30005001,Arnon V,Barren
40316800,30005001,Arnon VI,Barren
40316803,30005001,Arnon VII,Storm
40316806,30005001,Arnon VIII,Gas
40316810,30005001,Arnon IX,Gas
40316815,30005001,Arnon X,Gas
40316841,30005001,Arnon XI,Gas
40316874,30005001,Arnon XII,Oceanic
40316908,30005003,Adirain I,Barren
40316910,30005003,Adirain II,Lava
40316912,30005003,Adirain III,Barren
40316914,30005003,Adirain IV,Gas
40316929,30005003,Adirain V,Gas
40316935,30005003,Adirain VI,Barren
40316938,30005003,Adirain VII,Temperate
40316941,30005003,Adirain VIII,Gas
40316961,30005003,Adirain IX,Gas
40316966,30005003,Adirain X,Ice
40317085,30005007,Lisbaetanne I,Storm
40317087,30005007,Lisbaetanne II,Barren
40317090,30005007,Lisbaetanne III,Temperate
40317093,30005007,Lisbaetanne IV,Gas
40317111,30005007,Lisbaetanne V,Gas
40317128,30005007,Lisbaetanne VI,Oceanic
40317130,30005007,Lisbaetanne VII,Ice
40318020,30005020,Seyllin II,Barren
40318022,30005020,Seyllin III,Temperate
40318024,30005020,Seyllin IV,Lava
40318026,30005020,Seyllin V,Barren
40318028,30005020,Seyllin VI,Storm
40318032,30005020,Seyllin VII,Temperate
40318035,30005020,Seyllin VIII,Gas
40318060,30005020,Seyllin IX,Gas
40318655,30005030,Fensi I,Barren
40318656,30005030,Fensi II,Barren
40318658,30005030,Fensi III,Barren
40318659,30005030,Fensi IV,Storm
40318661,30005030,Fensi V,Barren
40318664,30005030,Fensi VI,Gas
40318681,30005030,Fensi VII,Gas
40318702,30005030,Fensi VIII,Ice
40318964,30005034,Bridi I,Barren
40318965,30005034,Bridi II,Lava
40318967,30005034,Bridi III,Gas
40318984,30005034,Bridi IV,Gas
40319008,30005034,Bridi V,Gas
40319034,30005034,Bridi VI,Gas
40319041,30005034,Bridi VII,Ice
40319584,30005045,Nahyeen I,Barren
40319585,30005045,Nahyeen II,Lava
40319586,30005045,Nahyeen III,Barren
40319588,30005045,Nahyeen IV,Storm
40319590,30005045,Nahyeen V,Barren
40319593,30005045,Nahyeen VI,Temperate
40319595,30005045,Nahyeen VII,Barren
40319597,30005045,Nahyeen VIII,Storm
40319600,30005045,Nahyeen IX,Oceanic
40319690,30005047,Nibainkier I,Barren
40319692,30005047,Nibainkier II,Barren
40319694,30005047,Nibainkier III,Barren
40319697,30005047,Nibainkier IV,Lava
40319699,30005047,Nibainkier V,Gas
40319703,30005047,Nibainkier VI,Temperate
40319707,30005047,Nibainkier VII,Gas
40319713,30005047,Nibainkier VIII,Gas
40319720,30005048,Polfaly I,Barren
40319722,30005048,Polfaly II,Barren
40319724,30005048,Polfaly III,Temperate
40319726,30005048,Polfaly IV,Gas
40319744,30005048,Polfaly V,Gas
40319750,30005048,Polfaly VI,Gas
40319769,30005048,Polfaly VII,Lava
40319774,30005048,Polfaly VIII,Ice
40319785,30005048,Polfaly IX,Barren
40319790,30005048,Polfaly X,Barren
40320269,30005060,Ordion I,Lava
40320271,30005060,Ordion II,Barren
40320272,30005060,Ordion III,Plasma
40320274,30005060,Ordion IV,Gas
40320281,30005060,Ordion V,Storm
40320284,30005060,Ordion VI,Barren
40320288,30005060,Ordion VII,Gas
40320317,30005060,Ordion VIII,Gas
40320324,30005060,Ordion IX,Gas
40321164,30005074,Daran I,Plasma
40321166,30005074,Daran II,Lava
40321167,30005074,Daran III,Barren
40321169,30005074,Daran IV,Gas
40321188,30005074,Daran V,Temperate
40321190,30005074,Daran VI,Temperate
40321194,30005074,Daran VII,Gas
40321212,30005074,Daran VIII,Ice
40321229,30005074,Daran IX,Barren
40328395,30005193,Lor I,Barren
40328397,30005193,Lor II,Barren
40328399,30005193,Lor III,Temperate
40328401,30005193,Lor IV,Oceanic
40328403,30005193,Lor V,Gas
40328405,30005193,Lor VI,Lava
40328406,30005193,Lor VII,Gas
40328427,30005193,Lor VIII,Ice
40328437,30005193,Lor IX,Barren
40328517,30005196,Ahbazon I,Barren
40328519,30005196,Ahbazon II,Barren
40328521,30005196,Ahbazon III,Plasma
40328522,30005196,Ahbazon IV,Storm
40328525,30005196,Ahbazon V,Storm
40328529,30005196,Ahbazon VI,Lava
40328532,30005196,Ahbazon VII,Lava
40328535,30005196,Ahbazon VIII,Gas
40328558,30005196,Ahbazon IX,Gas
40328581,30005196,Ahbazon X,Ice
40328586,30005196,Ahbazon XI,Barren
40328775,30005200,Tekaima I,Lava
40328777,30005200,Tekaima II,Gas
40328780,30005200,Tekaima III,Temperate
40328782,30005200,Tekaima IV,Gas
40328802,30005200,Tekaima V,Gas
40328830,30005200,Tekaima VI,Ice
40328858,30005200,Tekaima VII,Ice
40329639,30005214,Ashokon I,Barren
40329641,30005214,Ashokon II,Barren
40329642,30005214,Ashokon III,Barren
40329644,30005214,Ashokon IV,Barren
40329646,30005214,Ashokon V,Barren
40329649,30005214,Ashokon VI,Storm
40329653,30005214,Ashokon VII,Temperate
40329656,30005214,Ashokon VIII,Barren
40329657,30005214,Ashokon IX,Temperate
40329659,30005214,Ashokon X,Barren
40329661,30005214,Ashokon XI,Barren
40329665,30005214,Ashokon XII,Gas
40329674,30005214,Ashokon XIII,Gas
40329693,30005214,Ashokon XIV,Gas
40330592,30005229,Diaderi I,Lava
40330593,30005229,Diaderi II,Barren
40330596,30005229,Diaderi III,Barren
40330598,30005229,Diaderi IV,Barren
40330601,30005229,Diaderi V,Gas
40330610,30005229,Diaderi VI,Barren
40330611,30005229,Diaderi VII,Gas
40330616,30005229,Diaderi VIII,Gas
40330641,30005229,Diaderi IX,Gas
40330665,30005229,Diaderi X,Oceanic
40334999,30005297,Ouelletta I,Oceanic
40335001,30005297,Ouelletta II,Storm
40335004,30005297,Ouelletta III,Temperate
40335006,30005297,Ouelletta IV,Temperate
40335009,30005297,Ouelletta V,Gas
40335018,30005298,Costolle I,Lava
40335020,30005298,Costolle II,Storm
40335022,30005298,Costolle III,Barren
40335024,30005298,Costolle IV,Gas
40335044,30005298,Costolle V,Gas
40335065,30005298,Costolle VI,Lava
40335068,30005298,Costolle VII,Gas
40335098,30005298,Costolle VIII,Barren
40335588,30005307,Aidart I,Lava
40335590,30005307,Aidart II,Barren
40335591,30005307,Aidart III,Temperate
40335593,30005307,Aidart IV,Lava
40335594,30005307,Aidart V,Gas
40335606,30005307,Aidart VI,Gas
40335631,30005307,Aidart VII,Gas
40335657,30005307,Aidart VIII,Barren
40335662,30005308,Jufvitte I,Barren
40335664,30005308,Jufvitte II,Gas
40335668,30005308,Jufvitte III,Gas
40335678,30005308,Jufvitte IV,Gas
40335682,30005308,Jufvitte V,Gas
40335701,30005308,Jufvitte VI,Temperate
40335706,30005308,Jufvitte VII,Gas
40335728,30005308,Jufvitte VIII,Ice
40335748,30005308,Jufvitte IX,Oceanic
40335750,30005308,Jufvitte X,Barren
40336163,30005314,Theruesse I,Barren
40336164,30005314,Theruesse II,Barren
40336165,30005314,Theruesse III,Oceanic
40336167,30005314,Theruesse IV,Storm
40336170,30005314,Theruesse V,Lava
40336175,30005314,Theruesse VI,Barren
40336178,30005314,Theruesse VII,Barren
40336182,30005315,Eletta I,Lava
40336184,30005315,Eletta II,Barren
40336187,30005315,Eletta III,Temperate
40336191,30005315,Eletta IV,Plasma
40336197,30005315,Eletta V,Barren
40336201,30005315,Eletta VI,Storm
40336205,30005315,Eletta VII,Gas
40336215,30005315,Eletta VIII,Gas
40336239,30005315,Eletta IX,Ice
40336517,30005321,Jovainnon I,Barren
40336519,30005321,Jovainnon II,Oceanic
40336520,30005321,Jovainnon III,Plasma
40336523,30005321,Jovainnon IV,Lava
40336525,30005321,Jovainnon V,Barren
40336526,30005321,Jovainnon VI,Temperate
40336528,30005321,Jovainnon VII,Temperate
40336530,30005321,Jovainnon VIII,Gas
40336726,30005325,Masalle I,Barren
40336729,30005325,Masalle II,Barren
40336732,30005325,Masalle III,Barren
40336733,30005325,Masalle IV,Barren
40336735,30005325,Masalle V,Gas
40336748,30005325,Masalle VI,Gas
40336774,30005325,Masalle VII,Gas
40336808,30005325,Masalle VIII,Ice
40336822,30005325,Masalle IX,Barren
40339802,30011672,Kerepa I,Barren
40339803,30011672,Kerepa II,Barren
40339804,30011672,Kerepa III,Barren
40339806,30011672,Kerepa IV,Barren
40339809,30011672,Kerepa V,Temperate
40339810,30011672,Kerepa VI,Barren
40339813,30011672,Kerepa VII,Barren
40339824,30011672,Kerepa VIII,Barren
40344602,30012715,Odotte I,Barren
40344603,30012715,Odotte II,Temperate
40344605,30012715,Odotte III,Barren
40344607,30012715,Odotte IV,Barren
40344609,30012715,Odotte V,Temperate
40344612,30012715,Odotte VI,Temperate
40344615,30012715,Odotte VII,Gas
40344620,30012715,Odotte VIII,Temperate
40344802,30022715,Oirtlair I,Barren
40344803,30022715,Oirtlair II,Temperate
40344805,30022715,Oirtlair III,Temperate
40344807,30022715,Oirtlair IV,Temperate
40344809,30022715,Oirtlair V,Temperate
40344812,30022715,Oirtlair VI,Temperate
40344815,30022715,Oirtlair VII,Gas
40344820,30022715,Oirtlair VIII,Temperate
40343202,30025305,Channace I,Barren
40343204,30025305,Channace II,Barren
40343206,30025305,Channace III,Barren
40343228,30025305,Channace IV,Gas
40343253,30025305,Channace V,Gas
40343271,30025305,Channace VI,Gas
40343296,30025305,Channace VII,Oceanic
40338802,30045042,Conoban I,Barren
40338803,30045042,Conoban II,Barren
40338805,30045042,Conoban III,Storm
40338807,30045042,Conoban IV,Temperate
40338809,30045042,Conoban V,Temperate
40338812,30045042,Conoban VI,Temperate
40338815,30045042,Conoban VII,Barren
40338837,30045042,Conoban VIII,Gas
40347820,30045310,Sarenemi I,Barren
40347821,30045310,Sarenemi II,Lava
40347823,30045310,Sarenemi III,Oceanic
40347825,30045310,Sarenemi IV,Temperate
40347827,30045310,Sarenemi V,Barren
40347829,30045310,Sarenemi VI,Gas
40347833,30045310,Sarenemi VII,Barren
40347835,30045310,Sarenemi VIII,Gas
40347848,30045310,Sarenemi IX,Gas
40347870,30045310,Sarenemi X,Gas
40347899,30045310,Sarenemi XI,Barren
40000002,30000001,Tanoo I,Temperate
40000005,30000001,Tanoo II,Temperate
40000007,30000001,Tanoo III,Barren
40000008,30000001,Tanoo IV,Oceanic
40000011,30000001,Tanoo V,Gas
40000017,30000001,Tanoo VI,Oceanic
40000020,30000002,Lashesih I,Barren
40000022,30000002,Lashesih II,Barren
40000024,30000002,Lashesih III,Lava
40000028,30000002,Lashesih IV,Temperate
40000031,30000002,Lashesih V,Temperate
40000033,30000002,Lashesih VI,Temperate
40000037,30000002,Lashesih VII,Temperate
40002088,30000031,Mohas I,Lava
40002089,30000031,Mohas II,Lava
40002091,30000031,Mohas III,Temperate
40002093,30000031,Mohas IV,Lava
40002096,30000031,Mohas V,Barren
40002098,30000031,Mohas VI,Barren
40002101,30000031,Mohas VII,Temperate
40002104,30000031,Mohas VIII,Gas
40002123,30000031,Mohas IX,Gas
